#proteinId,iprId,iprDesc,domainDb,domainId,domainDesc,numHits,domainStarts,domainEnds,score
1,IPR002529,"Fumarylacetoacetase, C-terminal",HMMPfam,PF01557,Fumarylacetoacetate (FAA) hydrolase family,1,"567,","779,",6.80E-57
58,IPR015795,"Pyruvate kinase, C-terminal",HMMPfam,PF02887,"Pyruvate kinase, alpha/beta domain",1,"392,","515,",1.50E-31
58,IPR001697,Pyruvate kinase,PRINTS,PR01050,Pyruvate kinase family signature,7,"89,219,249,276,301,326,345,","105,233,275,300,325,344,361,","9.7E-84,9.7E-84,9.7E-84,9.7E-84,9.7E-84,9.7E-84,9.7E-84"
58,IPR018209,"Pyruvate kinase, active site",ProSitePatterns,PS00110,Pyruvate kinase active site signature.,1,"247,","259,",-
58,IPR011037,"Pyruvate kinase-like, insert domain",SUPERFAMILY,SSF50800,\N,1,"100,","200,",1.92E-25
58,IPR015813,Pyruvate/Phosphoenolpyruvate kinase-like domain,SUPERFAMILY,SSF51621,\N,2,"26,189,","104,375,","4.19E-102,4.19E-102"
58,IPR015795,"Pyruvate kinase, C-terminal",SUPERFAMILY,SSF52935,\N,1,"355,","515,",3.92E-41
58,IPR001697,Pyruvate kinase,TIGRFAM,TIGR01064,pyruv_kin: pyruvate kinase,1,"31,","513,",2.50E-186
59,IPR021894,Protein of unknown function DUF3506,HMMPfam,PF12014,Domain of unknown function (DUF3506),1,"289,","468,",2.00E-45
59,IPR001810,F-box domain,HMMPfam,PF12937,F-box-like,1,"34,","76,",7.70E-10
59,IPR001810,F-box domain,ProSiteProfiles,PS50181,F-box domain profile.,1,"30,","76,",14.69
59,IPR001810,F-box domain,SMART,SM00256,A Receptor for Ubiquitination Targets,1,"36,","76,",4.60E-06
59,IPR001810,F-box domain,SUPERFAMILY,SSF81383,\N,1,"27,","130,",8.76E-18
62,IPR024084,Isopropylmalate dehydrogenase-like domain,HMMPfam,PF00180,Isocitrate/isopropylmalate dehydrogenase,1,"8,","356,",1.20E-98
62,IPR019818,"Isocitrate/isopropylmalate dehydrogenase, conserved site",ProSitePatterns,PS00470,Isocitrate and isopropylmalate dehydrogenases signature.,1,"253,","272,",-
62,\N,\N,SUPERFAMILY,SSF53659,\N,1,"4,","361,",1.55E-101
64,IPR013897,Protein of unknown function DUF1769,HMMPfam,PF08588,Protein of unknown function (DUF1769),1,"107,","162,",1.30E-29
65,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"94,","475,",1.57E-10
66,IPR001853,DSBA-like thioredoxin domain,HMMPfam,PF01323,DSBA-like thioredoxin domain,1,"9,","207,",2.70E-15
66,IPR012336,Thioredoxin-like fold,SUPERFAMILY,SSF52833,\N,1,"8,","207,",4.03E-22
67,IPR002198,Short-chain dehydrogenase/reductase SDR,HMMPfam,PF00106,short chain dehydrogenase,1,"12,","178,",1.50E-20
67,IPR002347,Glucose/ribitol dehydrogenase,PRINTS,PR00081,Glucose/ribitol dehydrogenase family signature,5,"10,86,135,161,220,","27,97,151,180,240,","5.7E-14,5.7E-14,5.7E-14,5.7E-14,5.7E-14"
67,\N,\N,SUPERFAMILY,SSF51735,\N,1,"9,","250,",2.12E-44
68,IPR008257,Renal dipeptidase family,HMMPfam,PF01244,Membrane dipeptidase (Peptidase family M19),1,"115,","476,",2.10E-93
68,IPR008257,Renal dipeptidase family,ProSiteProfiles,PS51365,Renal dipeptidase family profile.,1,"106,","499,",97.473
68,\N,\N,SUPERFAMILY,SSF51556,\N,1,"108,","488,",9.75E-86
71,IPR006218,DAHP synthetase I/KDSA,HMMPfam,PF00793,DAHP synthetase I family,1,"65,","355,",6.40E-97
71,IPR006219,"DHAP synthase, class 1",PIRSF,PIRSF001361,\N,1,"6,","369,",358
71,\N,\N,SUPERFAMILY,SSF51569,\N,1,"19,","365,",1.99E-126
71,IPR006219,"DHAP synthase, class 1",TIGRFAM,TIGR00034,aroFGH: 3-deoxy-7-phosphoheptulonate synthase,1,"18,","366,",1.80E-155
72,IPR010401,Glycogen debranching enzyme,HMMPfam,PF06202,"Amylo-alpha-1,6-glucosidase",1,"1077,","1535,",4.80E-120
72,IPR029436,"Eukaryotic glycogen debranching enzyme, N-terminal domain",HMMPfam,PF14699,N-terminal domain from the human glycogen debranching enzyme,1,"42,","138,",5.40E-27
72,\N,\N,HMMPfam,PF14701,glucanotransferase domain of human glycogen debranching enzyme,1,"141,","581,",1.90E-171
72,\N,\N,HMMPfam,PF14702,central domain of human glycogen debranching enzyme,1,"747,","992,",4.10E-81
72,IPR008928,Six-hairpin glycosidase-like,SUPERFAMILY,SSF48208,\N,2,"1083,1260,","1194,1541,","1.5E-61,1.5E-61"
72,IPR017853,Glycoside hydrolase superfamily,SUPERFAMILY,SSF51445,\N,3,"140,489,656,","270,628,719,","7.57E-42,7.57E-42,7.57E-42"
72,IPR006421,"Glycogen debranching enzyme, metazoa",TIGRFAM,TIGR01531,glyc_debranch: glycogen debranching enzyme,1,"67,","1540,",0
73,IPR022024,Protein of unknown function DUF3602,HMMPfam,PF12223,Protein of unknown function (DUF3602),1,"24,","69,",1.30E-10
74,IPR021740,Velvet factor,HMMPfam,PF11754,Velvet factor,1,"37,","361,",1.90E-59
75,IPR001810,F-box domain,HMMPfam,PF00646,F-box domain,1,"34,","76,",5.90E-05
75,IPR009976,Exocyst complex component Sec10-like,HMMPfam,PF07393,Exocyst complex component Sec10,1,"170,","913,",1.60E-135
75,IPR001810,F-box domain,ProSiteProfiles,PS50181,F-box domain profile.,1,"34,","74,",11.697
75,IPR001810,F-box domain,SMART,SM00256,A Receptor for Ubiquitination Targets,1,"34,","74,",8.20E-04
75,IPR001810,F-box domain,SUPERFAMILY,SSF81383,\N,1,"33,","84,",1.57E-10
77,IPR014044,CAP domain,HMMPfam,PF00188,Cysteine-rich secretory protein family,1,"72,","188,",7.80E-20
77,IPR001283,"Cysteine-rich  secretory protein, allergen V5/Tpx-1-related",PRINTS,PR00837,Allergen V5/Tpx-1 family signature,4,"87,127,152,183,","105,140,168,196,","4.8E-16,4.8E-16,4.8E-16,4.8E-16"
77,IPR018244,"Allergen V5/Tpx-1-related, conserved site",ProSitePatterns,PS01009,CRISP family signature 1.,1,"153,","163,",-
77,IPR014044,CAP domain,SMART,SM00198,SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.,1,"66,","196,",3.30E-36
77,IPR014044,CAP domain,SUPERFAMILY,SSF55797,\N,1,"32,","200,",2.09E-39
78,\N,\N,SUPERFAMILY,SSF51735,\N,2,"3,166,","123,286,","2.41E-15,2.41E-15"
79,\N,\N,SUPERFAMILY,SSF51735,\N,2,"3,166,","123,286,","2.41E-15,2.41E-15"
80,IPR000195,Rab-GTPase-TBC domain,HMMPfam,PF00566,Rab-GTPase-TBC domain,1,"661,","885,",1.30E-25
80,IPR000195,Rab-GTPase-TBC domain,ProSiteProfiles,PS50086,TBC/rab GAP domain profile.,1,"657,","866,",21.115
80,IPR000195,Rab-GTPase-TBC domain,SMART,SM00164,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.",1,"654,","889,",1.00E-19
80,IPR000195,Rab-GTPase-TBC domain,SUPERFAMILY,SSF47923,\N,2,"631,809,","819,888,","1.86E-32,1.12E-7"
81,IPR003959,"ATPase, AAA-type, core",HMMPfam,PF00004,ATPase family associated with various cellular activities (AAA),1,"547,","667,",1.50E-15
81,IPR000641,CbxX/CfqX,PRINTS,PR00819,CbxX/CfqX superfamily signature,2,"546,710,","561,722,","5.7E-5,5.7E-5"
81,IPR003593,AAA+ ATPase domain,SMART,SM00382,ATPases associated with a variety of cellular activities,1,"543,","670,",8.70E-12
81,IPR027417,P-loop containing nucleoside triphosphate hydrolase,SUPERFAMILY,SSF52540,\N,1,"507,","730,",9.29E-35
83,IPR000219,Dbl homology (DH) domain,HMMPfam,PF00621,RhoGEF domain,1,"1167,","1382,",2.50E-38
83,IPR004148,BAR domain,HMMPfam,PF03114,BAR domain,1,"1407,","1609,",5.20E-11
83,IPR001331,"Guanine-nucleotide dissociation stimulator, CDC24, conserved site",ProSitePatterns,PS00741,Dbl homology (DH) domain signature.,1,"1331,","1356,",-
83,IPR000219,Dbl homology (DH) domain,ProSiteProfiles,PS50010,Dbl homology (DH) domain profile.,1,"1163,","1383,",30.092
83,IPR000219,Dbl homology (DH) domain,SMART,SM00325,Guanine nucleotide exchange factor for Rho/Rac/Cdc42-like GTPases,1,"1167,","1382,",9.90E-30
83,\N,\N,SUPERFAMILY,SSF103657,\N,1,"1420,","1623,",1.15E-21
83,IPR000219,Dbl homology (DH) domain,SUPERFAMILY,SSF48065,\N,2,"1149,1273,","1235,1395,","6.15E-46,6.15E-46"
84,IPR003653,"Peptidase C48, SUMO/Sentrin/Ubl1",HMMPfam,PF02902,"Ulp1 protease family, C-terminal catalytic domain",1,"18,","118,",2.00E-15
84,IPR003653,"Peptidase C48, SUMO/Sentrin/Ubl1",ProSiteProfiles,PS50600,Ubiquitin-like protease family profile.,1,"1,","115,",13.955
84,\N,\N,SUPERFAMILY,SSF54001,\N,1,"2,","154,",2.94E-33
85,IPR000594,UBA/THIF-type NAD/FAD binding fold,HMMPfam,PF00899,ThiF family,1,"1,","103,",1.70E-21
85,IPR007901,MoeZ/MoeB,HMMPfam,PF05237,MoeZ/MoeB domain,1,"117,","164,",1.40E-17
85,IPR001763,Rhodanese-like domain,ProSiteProfiles,PS50206,Rhodanese domain profile.,1,"280,","475,",9.132
85,IPR001763,Rhodanese-like domain,SMART,SM00450,Rhodanese Homology Domain,1,"266,","472,",3.70E-06
85,IPR001763,Rhodanese-like domain,SUPERFAMILY,SSF52821,\N,2,"260,369,","314,409,","1.2E-7,1.2E-7"
85,IPR009036,"Molybdenum cofactor biosynthesis, MoeB",SUPERFAMILY,SSF69572,\N,1,"2,","296,",1.57E-50
86,IPR011128,"Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal",HMMPfam,PF01210,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,1,"53,","236,",1.70E-46
86,IPR006109,"Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal",HMMPfam,PF07479,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,1,"308,","455,",3.90E-45
86,IPR006168,"Glycerol-3-phosphate dehydrogenase, NAD-dependent",PRINTS,PR00077,NAD-dependent glycerol-3-phosphate dehydrogenase signature,2,"56,212,","73,232,","4.7E-16,4.7E-16"
86,IPR008927,"6-phosphogluconate dehydrogenase, C-terminal-like",SUPERFAMILY,SSF48179,\N,1,"308,","460,",4.25E-41
86,\N,\N,SUPERFAMILY,SSF51735,\N,2,"49,290,","239,309,","1.31E-31,1.31E-31"
88,IPR011021,"Arrestin-like, N-terminal",HMMPfam,PF00339,"Arrestin (or S-antigen), N-terminal domain",1,"45,","184,",8.70E-10
88,IPR011022,Arrestin C-terminal-like domain,SMART,SM01017,"Arrestin (or S-antigen), C-terminal domain",1,"305,","472,",2.80E-04
88,IPR014756,Immunoglobulin E-set,SUPERFAMILY,SSF81296,\N,1,"45,","185,",2.59E-07
89,IPR001128,Cytochrome P450,HMMPfam,PF00067,Cytochrome P450,1,"53,","526,",2.30E-75
89,IPR001128,Cytochrome P450,PRINTS,PR00385,P450 superfamily signature,4,"309,363,467,476,","326,374,476,487,","1.1E-9,1.1E-9,1.1E-9,1.1E-9"
89,IPR002403,"Cytochrome P450, E-class, group IV",PRINTS,PR00465,E-class P450 group IV signature,8,"52,74,300,358,399,415,460,476,","69,97,326,374,413,433,476,494,","3.6E-52,3.6E-52,3.6E-52,3.6E-52,3.6E-52,3.6E-52,3.6E-52,3.6E-52"
89,IPR017972,"Cytochrome P450, conserved site",ProSitePatterns,PS00086,Cytochrome P450 cysteine heme-iron ligand signature.,1,"469,","478,",-
89,IPR001128,Cytochrome P450,SUPERFAMILY,SSF48264,\N,1,"44,","530,",4.45E-92
90,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"119,","521,",9.60E-40
90,IPR001411,Tetracycline resistance protein TetB/drug resistance transporter,PRINTS,PR01036,Tetracycline resistance protein TetB signature,3,"118,208,238,","142,228,262,","5.5E-6,5.5E-6,5.5E-6"
90,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"115,","603,",27.499
90,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,3,"101,359,575,","314,531,598,","6.54E-51,6.54E-51,6.54E-51"
91,IPR005002,Eukaryotic phosphomannomutase,HMMPfam,PF03332,Eukaryotic phosphomannomutase,1,"37,","269,",4.80E-94
91,IPR023214,HAD-like domain,SUPERFAMILY,SSF56784,\N,1,"17,","268,",2.96E-59
91,IPR006379,"HAD-superfamily hydrolase, subfamily IIB",TIGRFAM,TIGR01484,"HAD-SF-IIB: HAD hydrolase, family IIB",1,"19,","251,",2.70E-33
92,IPR014782,"Peptidase M1, membrane alanine aminopeptidase, N-terminal",HMMPfam,PF01433,Peptidase family M1,1,"99,","486,",3.20E-135
92,IPR024571,ERAP1-like C-terminal domain,HMMPfam,PF11838,ERAP1-like C-terminal domain,1,"617,","935,",1.60E-93
92,IPR014782,"Peptidase M1, membrane alanine aminopeptidase, N-terminal",PRINTS,PR00756,Membrane alanyl dipeptidase (M1) family signature,5,"227,280,358,394,413,","242,295,368,409,425,","7.9E-31,7.9E-31,7.9E-31,7.9E-31,7.9E-31"
92,\N,\N,SUPERFAMILY,SSF55486,\N,1,"305,","553,",2.64E-87
92,\N,\N,SUPERFAMILY,SSF63737,\N,1,"98,","296,",1.44E-53
93,IPR000719,Protein kinase domain,HMMPfam,PF00069,Protein kinase domain,1,"23,","327,",3.90E-61
93,IPR022708,"Serine/threonine-protein kinase, C-terminal",HMMPfam,PF12063,Domain of unknown function (DUF3543),1,"659,","946,",2.50E-91
93,IPR017441,"Protein kinase, ATP binding site",ProSitePatterns,PS00107,Protein kinases ATP-binding region signature.,1,"29,","55,",-
93,IPR008271,"Serine/threonine-protein kinase, active site",ProSitePatterns,PS00108,Serine/Threonine protein kinases active-site signature.,1,"165,","177,",-
93,IPR000719,Protein kinase domain,ProSiteProfiles,PS50011,Protein kinase domain profile.,1,"23,","331,",48.372
93,IPR002290,"Serine/threonine/dual specificity protein kinase, catalytic  domain",SMART,SM00220,"Serine/Threonine protein kinases, catalytic domain",1,"23,","331,",1.80E-75
93,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,2,"14,210,","181,369,","3.99E-76,3.99E-76"
95,IPR024084,Isopropylmalate dehydrogenase-like domain,HMMPfam,PF00180,Isocitrate/isopropylmalate dehydrogenase,1,"54,","380,",1.00E-83
95,IPR019818,"Isocitrate/isopropylmalate dehydrogenase, conserved site",ProSitePatterns,PS00470,Isocitrate and isopropylmalate dehydrogenases signature.,1,"276,","295,",-
95,\N,\N,SUPERFAMILY,SSF53659,\N,1,"46,","385,",3.70E-109
95,IPR004434,Isocitrate dehydrogenase NAD-dependent,TIGRFAM,TIGR00175,"mito_nad_idh: isocitrate dehydrogenase, NAD-dependent",1,"50,","385,",6.40E-159
96,IPR011701,Major facilitator superfamily,HMMPfam,PF07690,Major Facilitator Superfamily,1,"125,","498,",6.60E-19
96,IPR020846,Major facilitator superfamily domain,ProSiteProfiles,PS50850,Major facilitator superfamily (MFS) profile.,1,"110,","541,",9.761
96,IPR020846,Major facilitator superfamily domain,SUPERFAMILY,SSF103473,\N,1,"93,","533,",1.83E-40
97,IPR001849,Pleckstrin homology domain,HMMPfam,PF00169,PH domain,1,"756,","862,",1.40E-11
97,IPR000198,Rho GTPase-activating protein domain,HMMPfam,PF00620,RhoGAP domain,1,"1033,","1181,",4.50E-39
97,IPR001849,Pleckstrin homology domain,ProSiteProfiles,PS50003,PH domain profile.,1,"754,","866,",14.845
97,IPR000198,Rho GTPase-activating protein domain,ProSiteProfiles,PS50238,Rho GTPase-activating proteins domain profile.,1,"1014,","1228,",36.443
97,IPR001849,Pleckstrin homology domain,SMART,SM00233,Pleckstrin homology domain.,1,"755,","868,",1.50E-17
97,IPR000198,Rho GTPase-activating protein domain,SMART,SM00324,GTPase-activator protein for Rho-like GTPases,1,"1030,","1201,",1.00E-45
97,IPR008936,Rho GTPase activation protein,SUPERFAMILY,SSF48350,\N,1,"1010,","1184,",9.81E-43
97,\N,\N,SUPERFAMILY,SSF50729,\N,1,"748,","871,",3.01E-20
98,IPR012479,SAP30-binding protein,HMMPfam,PF07818,HCNGP-like protein,1,"112,","209,",1.70E-28
99,IPR001353,"Proteasome, subunit alpha/beta",HMMPfam,PF00227,Proteasome subunit,1,"41,","194,",1.10E-32
99,IPR023333,Proteasome B-type subunit,ProSiteProfiles,PS51476,Proteasome beta-type subunit profile.,1,"43,","249,",40.232
99,IPR029055,"Nucleophile aminohydrolases, N-terminal",SUPERFAMILY,SSF56235,\N,1,"37,","258,",3.87E-54
100,IPR004087,K Homology domain,SMART,SM00322,K homology RNA-binding domain,1,"175,","248,",5.20E-04
100,IPR004088,"K Homology domain, type 1",SUPERFAMILY,SSF54791,\N,1,"175,","269,",4.71E-19
101,IPR012571,"Mitochondrial distribution and morphology protein family 31/32, fungi",HMMPfam,PF08118,Yeast mitochondrial distribution and morphology (MDM) proteins,1,"201,","718,",6.00E-189
102,IPR011765,"Peptidase M16, N-terminal",HMMPfam,PF00675,Insulinase (Peptidase family M16),1,"98,","179,",2.90E-05
102,IPR007863,"Peptidase M16, C-terminal domain",HMMPfam,PF05193,Peptidase M16 inactive domain,2,"246,808,","432,947,","1.1E-13,7.3E-8"
102,IPR013578,Peptidase M16C associated,HMMPfam,PF08367,Peptidase M16C associated,1,"510,","756,",7.50E-57
102,IPR011249,"Metalloenzyme, LuxS/M16 peptidase-like",SUPERFAMILY,SSF63411,\N,4,"47,306,566,844,","290,567,825,1021,","6.98E-44,1.11E-49,6.33E-59,9.25E-35"
103,IPR026183,Taxilin family,HMMPfam,PF09728,Myosin-like coiled-coil protein,1,"73,","376,",5.00E-89
104,IPR004136,"2-nitropropane dioxygenase, NPD",HMMPfam,PF03060,Nitronate monooxygenase,1,"11,","334,",1.80E-74
104,\N,\N,SUPERFAMILY,SSF51412,\N,1,"6,","343,",2.14E-61
105,IPR000719,Protein kinase domain,HMMPfam,PF00069,Protein kinase domain,1,"64,","181,",1.90E-12
105,IPR000719,Protein kinase domain,ProSiteProfiles,PS50011,Protein kinase domain profile.,1,"23,","263,",13.037
105,IPR002290,"Serine/threonine/dual specificity protein kinase, catalytic  domain",SMART,SM00220,"Serine/Threonine protein kinases, catalytic domain",1,"23,","259,",9.70E-05
105,IPR011009,Protein kinase-like domain,SUPERFAMILY,SSF56112,\N,1,"45,","244,",1.14E-21
106,IPR007185,"DNA polymerase alpha/epsilon, subunit B",HMMPfam,PF04042,DNA polymerase alpha/epsilon subunit B,1,"214,","457,",7.70E-47
107,IPR000182,GNAT domain,HMMPfam,PF13302,Acetyltransferase (GNAT) domain,1,"13,","210,",2.20E-25
107,IPR016181,Acyl-CoA N-acyltransferase,SUPERFAMILY,SSF55729,\N,2,"9,185,","150,218,","7.63E-12,7.63E-12"
108,IPR002675,Ribosomal protein L38e,HMMPfam,PF01781,Ribosomal L38e protein family,1,"45,","113,",3.00E-28
109,IPR001012,UBX domain,HMMPfam,PF00789,UBX domain,1,"356,","431,",6.80E-06
109,IPR021569,UBX domain containing protein TUG/UBX4,HMMPfam,PF11470,GLUT4 regulating protein TUG,1,"7,","71,",9.40E-26
109,IPR001012,UBX domain,ProSiteProfiles,PS50033,UBX domain profile.,1,"353,","436,",10.973
109,IPR029071,Ubiquitin-related domain,SUPERFAMILY,SSF54236,\N,2,"3,337,","77,404,","1.9E-22,1.33E-7"
110,IPR001353,"Proteasome, subunit alpha/beta",HMMPfam,PF00227,Proteasome subunit,1,"1,","177,",8.90E-38
110,IPR023333,Proteasome B-type subunit,ProSiteProfiles,PS51476,Proteasome beta-type subunit profile.,1,"1,","177,",45.119
110,IPR029055,"Nucleophile aminohydrolases, N-terminal",SUPERFAMILY,SSF56235,\N,1,"1,","191,",8.35E-52
111,IPR019183,"N-acetyltransferase B complex, non-catalytic subunit",HMMPfam,PF09797,N-acetyltransferase B complex (NatB) non catalytic subunit,1,"288,","608,",2.60E-36
113,IPR000192,Aminotransferase class V domain,HMMPfam,PF00266,Aminotransferase class-V,1,"45,","469,",5.20E-25
113,IPR005302,"Molybdenum cofactor sulfurase, C-terminal",HMMPfam,PF03473,MOSC domain,1,"675,","836,",3.10E-16
113,IPR005303,"MOSC, N-terminal beta barrel",HMMPfam,PF03476,MOSC N-terminal beta barrel domain,1,"499,","637,",5.80E-19
113,IPR005302,"Molybdenum cofactor sulfurase, C-terminal",ProSiteProfiles,PS51340,MOSC domain profile.,1,"643,","838,",26.256
113,\N,\N,SUPERFAMILY,SSF141673,\N,1,"501,","649,",7.19E-21
113,IPR015424,Pyridoxal phosphate-dependent transferase,SUPERFAMILY,SSF53383,\N,2,"29,450,","422,476,","2.3E-49,2.3E-49"
115,IPR003807,Domain of unknown function DUF202,HMMPfam,PF02656,Domain of unknown function (DUF202),1,"70,","145,",2.30E-15
117,IPR013149,"Alcohol dehydrogenase, C-terminal",HMMPfam,PF00107,Zinc-binding dehydrogenase,1,"193,","330,",2.90E-16
117,IPR013154,Alcohol dehydrogenase GroES-like,HMMPfam,PF08240,Alcohol dehydrogenase GroES-like domain,1,"38,","151,",1.80E-25
117,IPR020843,"Polyketide synthase, enoylreductase domain",SMART,SM00829,Enoylreductase,1,"22,","366,",8.40E-06
117,IPR011032,GroES (chaperonin 10)-like,SUPERFAMILY,SSF50129,\N,1,"10,","187,",2.13E-44
117,\N,\N,SUPERFAMILY,SSF51735,\N,1,"155,","340,",1.02E-28
119,\N,\N,HMMPfam,PF13465,Zinc-finger double domain,2,"260,288,","284,312,","1.3E-5,1.7E-7"
119,IPR007087,"Zinc finger, C2H2",ProSitePatterns,PS00028,Zinc finger C2H2 type domain signature.,2,"248,276,","268,296,","-,-"
119,IPR007087,"Zinc finger, C2H2",ProSiteProfiles,PS50157,Zinc finger C2H2 type domain profile.,3,"246,274,302,","273,301,332,","12.902,14.669,8.891"
119,IPR015880,"Zinc finger, C2H2-like",SMART,SM00355,zinc finger,3,"246,274,302,","268,296,322,","0.12,0.018,29.0"
119,\N,\N,SUPERFAMILY,SSF57667,\N,2,"244,268,","277,320,","1.83E-6,1.07E-15"
120,IPR002198,Short-chain dehydrogenase/reductase SDR,HMMPfam,PF00106,short chain dehydrogenase,1,"4,","168,",9.30E-24
120,IPR002198,Short-chain dehydrogenase/reductase SDR,PRINTS,PR00080,Short-chain dehydrogenase/reductase (SDR) superfamily signature,3,"74,130,150,","85,138,169,","7.5E-10,7.5E-10,7.5E-10"
120,IPR002347,Glucose/ribitol dehydrogenase,PRINTS,PR00081,Glucose/ribitol dehydrogenase family signature,5,"4,74,124,150,172,","21,85,140,169,189,","4.6E-18,4.6E-18,4.6E-18,4.6E-18,4.6E-18"
120,IPR020904,"Short-chain dehydrogenase/reductase, conserved site",ProSitePatterns,PS00061,Short-chain dehydrogenases/reductases family signature.,1,"137,","165,",-
120,\N,\N,SUPERFAMILY,SSF51735,\N,1,"2,","249,",2.55E-55
121,IPR007277,Transmembrane adaptor Erv26,HMMPfam,PF04148,Transmembrane adaptor Erv26,1,"1,","212,",1.20E-82
122,IPR000802,"Arsenical pump membrane protein,  ArsB",HMMPfam,PF02040,Arsenical pump membrane protein,2,"86,421,","324,576,","7.2E-12,3.6E-6"
123,IPR013216,Methyltransferase type 11,HMMPfam,PF08241,Methyltransferase domain,1,"52,","128,",2.80E-11
123,IPR022238,"Uncharacterised protein family, methyltransferase, Williams-Beuren syndrome",HMMPfam,PF12589,Methyltransferase involved in Williams-Beuren syndrome,1,"219,","271,",3.40E-16
123,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase,SUPERFAMILY,SSF53335,\N,1,"1,","169,",9.77E-30
