#transcriptId,proteinId,kogid,kogdefline,kogClass,kogGroup
8760,8760,KOG0306,WD40-repeat-containing subunit of the 18S rRNA processing complex,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8771,8771,KOG1896,"mRNA cleavage and polyadenylation factor II complex, subunit CFT1 (CPSF subunit)",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8784,8784,KOG2253,"U1 snRNP complex, subunit SNU71 and related PWI-motif proteins",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8798,8798,KOG3937,mRNA splicing factor,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8867,8867,KOG4205,"RNA-binding protein musashi/mRNA cleavage and polyadenylation factor I complex, subunit HRP1",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8875,8875,KOG0820,Ribosomal RNA adenine dimethylase,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8876,8876,KOG0495,HAT repeat protein,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8877,8877,KOG0495,HAT repeat protein,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8926,8926,KOG0670,U4/U6-associated splicing factor PRP4,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8927,8927,KOG0670,U4/U6-associated splicing factor PRP4,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8949,8949,KOG0701,dsRNA-specific nuclease Dicer and related ribonucleases,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
8994,8994,KOG3293,Small nuclear ribonucleoprotein (snRNP),RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9028,9028,KOG1272,WD40-repeat-containing subunit of the 18S rRNA processing complex,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9103,9103,KOG0123,Polyadenylate-binding protein (RRM superfamily),RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9120,9120,KOG2184,"Tuftelin-interacting protein TIP39, contains G-patch domain",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9143,9143,KOG2560,RNA splicing factor - Slu7p,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9163,9163,KOG0332,ATP-dependent RNA helicase,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9170,9170,KOG0119,Splicing factor 1/branch point binding protein (RRM superfamily),RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9243,9243,KOG3167,"Box H/ACA snoRNP component, involved in ribosomal RNA pseudouridinylation",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9260,9260,KOG0121,"Nuclear cap-binding protein complex, subunit CBP20 (RRM superfamily)",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9276,9276,KOG3026,Splicing factor SPF30,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9379,9379,KOG0947,"Cytoplasmic exosomal RNA helicase SKI2, DEAD-box superfamily",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9498,9498,KOG1802,RNA helicase nonsense mRNA reducing factor (pNORF1),RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9499,9499,KOG2781,U3 small nucleolar ribonucleoprotein (snoRNP) component,RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
9523,9523,KOG2071,"mRNA cleavage and polyadenylation factor I/II complex, subunit Pcf11",RNA processing and modification  ,INFORMATION STORAGE AND PROCESSING
242,242,KOG1472,"Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
285,285,KOG4161,Methyl-CpG binding transcription regulators,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
294,294,KOG2328,"Chromosome condensation complex Condensin, subunit H",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
580,580,KOG1009,Chromatin assembly complex 1 subunit B/CAC2 (contains WD40 repeats),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
613,613,KOG1080,"Histone H3 (Lys4) methyltransferase complex, subunit SET1 and related methyltransferases",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
760,760,KOG2535,"RNA polymerase II elongator complex, subunit ELP3/histone acetyltransferase",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
889,889,KOG1446,"Histone H3 (Lys4) methyltransferase complex and RNA cleavage factor II complex, subunit SWD2",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
935,935,KOG1020,Sister chromatid cohesion protein SCC2/Nipped-B,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1143,1143,KOG3949,"RNA polymerase II elongator complex, subunit ELP4",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1170,1170,KOG2626,"Histone H3 (Lys4) methyltransferase complex, subunit CPS60/ASH2/BRE2",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1237,1237,KOG2084,Predicted histone tail methylase containing SET domain,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1297,1297,KOG1343,"Histone deacetylase complex, catalytic component HDA1",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1364,1364,KOG3467,Histone H4,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1365,1365,KOG3467,Histone H4,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1444,1444,KOG0892,"Protein kinase ATM/Tel1, involved in telomere length regulation and DNA repair",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1614,1614,KOG2025,"Chromosome condensation complex Condensin, subunit G",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1701,1701,KOG2132,"Uncharacterized conserved protein, contains JmjC domain",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1751,1751,KOG2570,SWI/SNF transcription activation complex subunit,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1857,1857,KOG1745,Histones H3 and H4,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1858,1858,KOG3467,Histone H4,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
1947,1947,KOG0355,DNA topoisomerase type II,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2289,2289,KOG2084,Predicted histone tail methylase containing SET domain,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2417,2417,KOG0264,"Nucleosome remodeling factor, subunit CAF1/NURF55/MSI1",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2418,2418,KOG0264,"Nucleosome remodeling factor, subunit CAF1/NURF55/MSI1",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2453,2453,KOG3118,Disrupter of silencing SAS10,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2478,2478,KOG0389,SNF2 family DNA-dependent ATPase,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2700,2700,KOG0889,"Histone acetyltransferase SAGA, TRRAP/TRA1 component, PI-3 kinase superfamily",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2950,2950,KOG1973,"Chromatin remodeling protein, contains PHD Zn-finger",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
2978,2978,KOG4191,"Histone acetyltransferases PCAF/SAGA/ADA, subunit TADA3L/NGG1",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3138,3138,KOG4204,"Histone deacetylase complex, SIN3 component",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3254,3254,KOG1757,Histone 2A,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3309,3309,KOG1342,"Histone deacetylase complex, catalytic component RPD3",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3419,3419,KOG2441,mRNA splicing factor/probable chromatin binding snw family nuclear protein,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3575,3575,KOG2747,Histone acetyltransferase (MYST family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3659,3659,KOG3001,"Dosage compensation regulatory complex/histone acetyltransferase complex, subunit MSL-3/MRG15/EAF3, and related CHROMO domain-containing proteins",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3715,3715,KOG1472,"Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
3732,3732,KOG2684,Sirtuin 5 and related class III sirtuins (SIR2 family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4082,4082,KOG2132,"Uncharacterized conserved protein, contains JmjC domain",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4138,4138,KOG2656,DNA methyltransferase 1-associated protein-1,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4215,4215,KOG2684,Sirtuin 5 and related class III sirtuins (SIR2 family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4385,4385,KOG1156,N-terminal acetyltransferase,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4592,4592,KOG1649,"SWI-SNF chromatin remodeling complex, Snf5 subunit",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4689,4689,KOG1343,"Histone deacetylase complex, catalytic component HDA1",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4815,4815,KOG0386,"Chromatin remodeling complex SWI/SNF, component SWI2 and related ATPases (DNA/RNA helicase superfamily)",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4818,4818,KOG0933,"Structural maintenance of chromosome protein 2 (chromosome condensation complex Condensin, subunit E)",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
4923,4923,KOG1063,"RNA polymerase II elongator complex, subunit ELP2, WD repeat superfamily",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5186,5186,KOG1472,"Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5187,5187,KOG1472,"Histone acetyltransferase SAGA/ADA, catalytic subunit PCAF/GCN5 and related proteins",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5336,5336,KOG1745,Histones H3 and H4,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5468,5468,KOG1342,"Histone deacetylase complex, catalytic component RPD3",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5469,5469,KOG1973,"Chromatin remodeling protein, contains PHD Zn-finger",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5631,5631,KOG3265,Histone chaperone involved in gene silencing,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5759,5759,KOG1507,Nucleosome assembly protein NAP-1,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5887,5887,KOG2684,Sirtuin 5 and related class III sirtuins (SIR2 family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
5935,5935,KOG0273,Beta-transducin family (WD-40 repeat) protein,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6025,6025,KOG2684,Sirtuin 5 and related class III sirtuins (SIR2 family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6411,6411,KOG2696,Histone acetyltransferase type b catalytic subunit,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6434,6434,KOG1911,Heterochromatin-associated protein HP1 and related CHROMO domain proteins,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6469,6469,KOG3467,Histone H4,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6526,6526,KOG1744,Histone H2B,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6527,6527,KOG1756,Histone 2A,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6610,6610,KOG2084,Predicted histone tail methylase containing SET domain,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6660,6660,KOG0414,"Chromosome condensation complex Condensin, subunit D2",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6676,6676,KOG2084,Predicted histone tail methylase containing SET domain,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6787,6787,KOG1827,"Chromatin remodeling complex RSC, subunit RSC1/Polybromo and related proteins",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
6996,6996,KOG0996,"Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C)",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7208,7208,KOG0457,"Histone acetyltransferase complex SAGA/ADA, subunit ADA2",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7281,7281,KOG0890,"Protein kinase of the PI-3 kinase family involved in mitotic growth, DNA repair and meiotic recombination",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7282,7282,KOG0890,"Protein kinase of the PI-3 kinase family involved in mitotic growth, DNA repair and meiotic recombination",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7388,7388,KOG0933,"Structural maintenance of chromosome protein 2 (chromosome condensation complex Condensin, subunit E)",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7432,7432,KOG2130,"Phosphatidylserine-specific receptor PtdSerR, contains JmjC domain",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7533,7533,KOG2747,Histone acetyltransferase (MYST family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7799,7799,KOG0979,"Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7803,7803,KOG4012,Histone H1,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
7904,7904,KOG2683,Sirtuin 4 and related class II sirtuins (SIR2 family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8026,8026,KOG1827,"Chromatin remodeling complex RSC, subunit RSC1/Polybromo and related proteins",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8102,8102,KOG2682,NAD-dependent histone deacetylases and class I sirtuins (SIR2 family),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8172,8172,KOG2084,Predicted histone tail methylase containing SET domain,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8199,8199,KOG0526,"Nucleosome-binding factor SPN, POB3 subunit",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8233,8233,KOG1343,"Histone deacetylase complex, catalytic component HDA1",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8293,8293,KOG1633,"F-box protein JEMMA and related proteins with JmjC, PHD, F-box and LRR domains",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8338,8338,KOG1649,"SWI-SNF chromatin remodeling complex, Snf5 subunit",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8346,8346,KOG1245,"Chromatin remodeling complex WSTF-ISWI, large subunit (contains heterochromatin localization, PHD and BROMO domains)",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8349,8349,KOG4140,Nuclear protein Ataxin-7,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8378,8378,KOG2589,Histone tail methylase,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8483,8483,KOG4652,HORMA domain,Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8619,8619,KOG1082,"Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing",Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8735,8735,KOG2416,Acinus (induces apoptotic chromatin condensation),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
8832,8832,KOG4718,Non-SMC (structural maintenance of chromosomes) element 1 protein (NSE1),Chromatin structure and dynamics ,INFORMATION STORAGE AND PROCESSING
